video,playlist,views,idx
AWYzdtetQbE,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,1832,5
8PcPpVQK7N8,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,1534,6
vmE4N0m67AA,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,3683,7
fmx5Yj95sgQ,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,1766,8
RTmoWFZQ-WE,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,2518,9
Pwm6DqdC4pU,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,4289,10
hfryF7_QU2c,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,1478,11
dfsPKoHv_F4,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,1091,12
6iW0beoK2tI,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,1789,13
6nfmDpar0fQ,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,714,14
l1t2_5UZhPA,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,1044,15
GXuI9fKDxso,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,746,16
-05tcR4izaw,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,963,17
zHa-n2M7Bj8,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,750,18
GGakcLdPWl4,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,681,19
ggcbVV3Tquo,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,703,20
Xj4nKgJW5yE,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,455,21
43kansULeBE,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,984,22
eKKXJyabCAQ,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,986,23
TjrRSOHQACw,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,449,24
yEbr410E2RE,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,614,25
NRygklHAoEw,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,441,26
7XvgBI2KV28,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,9018,27
A4R2PQOHT2w,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,637,28
HA4undazeF0,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,2577,29
hRAlCx8Xd0Q,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,525,30
i0-2sd9RQ6E,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,856,31
hWabPMYZzmo,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,510,32
HCBaApqRqSg,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,1075,33
PlAelAX6gSU,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,445,34
S7M9hXsCRFI,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,1502,35
7eUfAb8de8c,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,533,36
Em9I6XTQA3I,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,491,37
juRiFivEj8s,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,373,38
FndNHiuFeFU,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,907,39
1kel8U86EVE,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,2780,40
FRoD9TOJxso,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,375,41
rUqqquitfMQ,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,469,42
7BAChnLg8Co,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,362,43
EAWpLeor4Zk,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,429,44
D8zaRaVWy9k,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,781,45
IeD8VXfqPyQ,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,854,46
opMnuRnfaX0,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,1503,47
QeHuHti530Q,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,608,48
3xBTFOxtfNU,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,783,49
cyQZP23YbCY,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,1880,50
nOb_iQjTy-Q,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,51292,1
4ysFC9vd3GE,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,38415,2
T2n6fVybLcU,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,13536,3
FCFpaKcpuXQ,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,8161,4
BX4QPdP7fT8,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,15590,5
I0YACDaY-ww,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,5692,6
Ahv7Akj2xs4,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,3836,7
b1eKhyC9TTo,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,4190,8
J1uHGy1tRmM,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,3870,9
1JeBWHzrRD4,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,9405,10
SnNmbVH5DAM,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,4123,11
RhIh1zw0-BM,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,5095,12
8kcvyoHsXrw,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,21818,13
QxemLb8-5AA,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,10449,14
VGAlyJ7e0IQ,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,3248,15
In0E5_JrPpo,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,1792,16
_kKIQ1h9UuA,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,1976,17
TjxR7lAwWhI,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,3135,18
Dlhma3z57SA,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,2286,19
sBKHUPDUI1o,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,1979,20
VkbtIDSHfSc,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,2160,21
mqhO9GT8hD4,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,1462,22
FY6iXM9X5Fo,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,3095,23
Roj7FVjl-gw,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,2027,24
jwh7LqjT4w0,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,1371,25
GUgIh6ff86Y,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,10719,26
cZAM2Co3tzo,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,2305,27
lAuAC4hz5rc,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,1924,28
9Dwl2FbEc5E,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,1178,29
cektQp7QQhk,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,863,30
0oUSmdQ-WaA,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,1223,31
gDzWxDqb8Xg,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,903,32
7Knpp3AIteQ,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,712,33
wwQu2_u8jeo,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,997,34
fTACO13q2oU,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,559,35
8P2AvGGtm_A,PLUl4u3cNGP61R5sPDPKVfcFlu95wSs2Kx,1784,36
1uW3qMFA9Ho,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,98714,1
iQ2edOqEQAs,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,35683,2
__T3eJtjoic,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,20257,3
pA83XtLeVig,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,21692,4
WTyLg_I1oFY,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,15948,5
N3I2ZLbh6zQ,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,12943,6
AsSQdpZdP8U,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,11850,7
NbYB0fiHoCs,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,10226,8
mUxg3j_h5GM,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,12286,9
uGGTX2ypzKI,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,8308,10
-630YTQEuCI,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,8001,11
47W1ApSRUqs,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,8734,12
pdR9hV8mRWE,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,7680,13
kuhlfBPQPq0,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,8118,14
Lgacew5BjDI,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,6163,15
nYe4OZVCnIs,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,6234,16
cCmWW7Hu43A,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,6285,17
9QJt03983Gg,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,6994,18
MqocbJ-FPo0,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,13492,19
YIZd23zGV3M,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,19898,20
0xuRh3dz_Nc,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,10917,21
B5y6fy5iUtg,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,6468,22
MPRKc4UPoJk,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,8552,23
YenDB3yOfDc,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,6042,24
L_pEeYLGaP0,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,6300,25
uL31gpFdarc,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,6365,26
ugzs7dgQ-JE,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,6356,27
8odFouBR2wE,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,8346,28
kz2tvO_ZAKI,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,7764,29
QXKgTPR_8wk,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,5376,30
rZKUmNvCjis,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,5917,31
w423ypsUHf0,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,5474,32
JZkT3NU2mPM,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,4565,33
7B3cDe39lwY,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,9626,34
TAyA-rjmesQ,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,7451,35
UbQcqFH33G0,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,4514,36
aJXfyfQs2Mc,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,6336,37
UDkq_cLVSmc,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,5091,38
iPWyElxtk-8,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,3707,39
poeHeiiiLKI,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,4171,40
-k8WU-KB0rk,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,5092,41
KrjZyCRi29o,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,3695,42
o_qO7RYBF10,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,4558,43
8llkkbCPHb4,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,4808,44
2f9EfEga4Oo,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,3932,45
hJjiCrdsNV8,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,3704,46
IC-pnm6PEGk,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,3299,47
5A_H1eHbOCY,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,4857,48
ArfHGPHL8kU,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,4356,49
vfqPpai_9jI,PLUl4u3cNGP60hI9ATjSFgLZpbNJ7myAg6,6753,50
yqE5O1ef1wY,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,20926,1
3XF8HRxS-5g,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,6183,2
oIp0_rAEMIs,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,8099,3
UmbsTnQ39a4,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,4684,4
pP7mt_Ie04Y,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,4036,5
oEUo2faDJNA,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,5102,6
-Cve_SI6LQs,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,3000,7
aSk7YbhON_0,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,3013,8
apWRSZbJCyM,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,4969,9
f9YGQZVxJ9I,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,1734,10
-SUNntP3dWo,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,768,11
RMONbz_0-Rk,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,595,12
CvT9dMwuHhQ,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,485,13
WdQUiCPvcvw,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,351,14
HF4hKftgWxg,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,199,15
o4xIlEt71Pw,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,1831,16
WGgH9wpDs5c,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,5042,17
sY-Hxq1-_Xo,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,557,18
5iD590uppi8,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,229,19
axW7DSLHO8U,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,601,20
avJ65YYAfD4,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,787,21
TFLHRW3ldOA,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,486,22
J_2M_4KX9RQ,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,560,23
hUiiI8NMutc,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,629,24
jj_iZLn0jr4,PLUl4u3cNGP62ihmDWYj4LMPMdHBHiPa_7,400,25
K12JGiYHcTw,PLUl4u3cNGP61kz4wAgG77DjRf5bXhLJNv,10791,1
-MVhGXP-6p8,PLUl4u3cNGP61kz4wAgG77DjRf5bXhLJNv,3962,2
Qd-zK_1bEPM,PLUl4u3cNGP61kz4wAgG77DjRf5bXhLJNv,3652,3
M72LGeuJ7q4,PLUl4u3cNGP61kz4wAgG77DjRf5bXhLJNv,2855,4
aDAsbWBTlvI,PLUl4u3cNGP61kz4wAgG77DjRf5bXhLJNv,2301,5
6TcIK81Ay3g,PLUl4u3cNGP61kz4wAgG77DjRf5bXhLJNv,3327,6
dWNrHmcb4Oo,PLUl4u3cNGP61kz4wAgG77DjRf5bXhLJNv,1366,7
_Rug61bsvt8,PLUl4u3cNGP61kz4wAgG77DjRf5bXhLJNv,577,8
caSqb6LMF30,PLUl4u3cNGP61kz4wAgG77DjRf5bXhLJNv,1862,9
nLlx5bE68b0,PLUl4u3cNGP61kz4wAgG77DjRf5bXhLJNv,1138,10
-W8jzpw_TgE,PLUl4u3cNGP61kz4wAgG77DjRf5bXhLJNv,681,11
a4_x62LdV30,PLUl4u3cNGP61kz4wAgG77DjRf5bXhLJNv,576,12
zOmTVlqqdEU,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,25615,1
0t659KgehZE,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,3159,2
BAoaC8O3X7I,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,3998,3
_3lU2LDQdUU,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,1768,4
sNE3_UXhV20,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,1366,5
S9v_naROYQ8,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,2111,6
XKEJRhypx84,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,789,7
XmpKWntLzPQ,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,5877,8
psoIl5k1FIs,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,879,9
kk55qwgSXcA,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,1772,10
uPoKChMBeQY,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,1554,11
WyEwjQt8gfQ,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,2596,12
7WAP4DWKarM,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,1000,13
fppdTndwipg,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,626,14
kP_1zySn3Rw,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,4610,15
4pPggNBGK88,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,1416,16
ttuvXdZNcDM,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,940,17
0RtBiJ_FTag,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,886,18
6xrabmU-gq8,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,1560,19
iNQ0dQ9bPNs,PLUl4u3cNGP60Ir_IGI7XgyzJ_fy06n6AP,2491,20
ZLbt_1bI_NA,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,22913,1
s7i_Dpz-DLU,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,4705,2
H6y0szqtRKo,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,4116,3
lKX4aGOzNvo,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,3663,4
a4snWHyNTJ4,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,1408,5
zNesxH6wiAg,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,1490,6
_ZVnrpjI_VU,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,2273,7
h9btrlN9JLk,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,1361,8
JJRijRD4l-g,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,4564,9
Zqi2n4oZgvk,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,430,10
R8WOnNX8v9E,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,510,11
4DmYVsqRbPg,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,1384,12
5wbD-zChZsU,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,3110,13
9NChLq-orAk,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,635,14
xfbzRPUagPY,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,800,15
jXtqyQuLlnk,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,1141,16
EIWhCCjSkPU,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,1197,17
7a4NYOOSVfI,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,1208,18
gBD44yITfrw,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,422,19
GUgYT7GxUGA,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,1153,20
Ksl0Vp4jhmA,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,1045,21
gDpkinitSRM,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,1141,22
apbCAHH7Ml4,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,630,23
rNfMwqjohC8,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,825,24
N4GOV3kzbdo,PLUl4u3cNGP60ZaGv5SgpIk67YnH1WqCLI,1263,25
YEUyMX7kouw,PLUl4u3cNGP63vgoqGQDciPo6V5TPI0u9r,7503,1
r7MO11iMsOQ,PLUl4u3cNGP63vgoqGQDciPo6V5TPI0u9r,8020,2
-Y8pOF1AgUY,PLUl4u3cNGP63vgoqGQDciPo6V5TPI0u9r,885,3
_ZZ6jwuBJxc,PLUl4u3cNGP63vgoqGQDciPo6V5TPI0u9r,26916,4
VXeTfT8JL0Q,PLUl4u3cNGP63vgoqGQDciPo6V5TPI0u9r,966,5
htRqniQFm5g,PLUl4u3cNGP63vgoqGQDciPo6V5TPI0u9r,798,6
739SB34oEyo,PLUl4u3cNGP63vgoqGQDciPo6V5TPI0u9r,1440,7
xB8xRCSyQlY,PLUl4u3cNGP63vgoqGQDciPo6V5TPI0u9r,464,8
S5UKjrfJiL8,PLUl4u3cNGP63vgoqGQDciPo6V5TPI0u9r,616,9
cLfyjIlu9Uw,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,13380,1
PZQgldCzIjs,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,1992,2
Wi4W4PTzdhI,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,1418,3
juxuwNK3G-c,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,1451,4
yBgKkYcoPgM,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,8732,5
r1yb4-JvZhU,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,1133,6
jfhdvFAplpU,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,875,7
Tpaw_dE9LyY,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,1375,8
uc8kW2iDA3A,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,14340,9
l-bSkqJ6ytE,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,1078,10
yBvKhgnYLM4,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,768,11
mslvJdTQhHc,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,869,12
yGvxqV-qpQ8,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,422,13
OmiGPen5vSo,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,472,14
C_akTI3vnHQ,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,860,15
MrQwihmwKoc,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,573,16
RKjvoLeojfk,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,759,17
VieMadwoNNs,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,707,18
Gr_MZYzAWGI,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,797,19
DidA5vk0h_U,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,1239,20
CBToKajn2u4,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,317,21
ICBy0tTtgR4,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,582,22
_CUXbDB0bUU,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,1953,23
ADWGuj3nDQo,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,726,24
Q67wzxKElp8,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,565,25
C-n3hyz-sSY,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,7934,26
UybHQEFy56c,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,1200,27
WJUHzSQPRVM,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,638,28
d5chZ4A54DI,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,601,29
DE9TnscEmtw,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,474,30
M4dl1quiPPY,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,563,31
Hu-ZLesnxfc,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,220,32
8MLEYc3PLUc,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,2245,33
xDoe1HvHfbM,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,1259,34
xApFTcsFPcQ,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,20350,35
6gffCYK1_nk,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,494,36
fbE9xXfb0PA,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,796,37
q2mz6LZVnT8,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,264,38
UmLCGjbeeJ8,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,387,39
Q69ILtZSteE,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,276,40
XWFocLnBdhM,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,5662,41
sDnM5fTqXv4,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,310,42
5eKqzY-dyxQ,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,154,43
LxDmWdOwIA8,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,655,44
lbqlj1g8gu0,PLUl4u3cNGP61Iarlv9eLlXmTMybRZR1-1,762,45
w_Bl6xbvl3g,PLUl4u3cNGP60DHnW0T9njV2tNlcns2Feb,36952,1
_ZG2U_lfc1Q,PLUl4u3cNGP60DHnW0T9njV2tNlcns2Feb,5382,2
qFcra-xNYrw,PLUl4u3cNGP60DHnW0T9njV2tNlcns2Feb,4878,3
7MWXdi-e-DQ,PLUl4u3cNGP60DHnW0T9njV2tNlcns2Feb,3832,4
Kd5jrNYGQr4,PLUl4u3cNGP60DHnW0T9njV2tNlcns2Feb,9994,5
kqTVh_RzPDI,PLUl4u3cNGP60DHnW0T9njV2tNlcns2Feb,4439,6
zv2iDnxWJfM,PLUl4u3cNGP60DHnW0T9njV2tNlcns2Feb,5548,7
2o9hOTP8VU4,PLUl4u3cNGP60DHnW0T9njV2tNlcns2Feb,5431,8
6vI7xuRSUiM,PLUl4u3cNGP60DHnW0T9njV2tNlcns2Feb,4501,9
YkYeYhXUeEE,PLUl4u3cNGP63LOmB3_O0xbgZVZibxj4rb,75205,1
ustfXi-mpkI,PLUl4u3cNGP63LOmB3_O0xbgZVZibxj4rb,64182,2
_U6YamvF7BE,PLUl4u3cNGP63LOmB3_O0xbgZVZibxj4rb,36485,3
